id,type,title,director,cast,country,release_year,rating,duration,genre,description,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
3068,TV Show,Basilisk,,,,2005,TV-MA,1 Season,"Action, Adventure, Anime",Twenty ninjas must fight to the death for possession of a scroll.,18+,4.8/10,42/100,0,1,0,0
3069,TV Show,Black Lagoon,,,Japan,2006,TV-MA,2 Seasons,"Action, Adventure, Anime","Meek businessman Rokuro enters a risky world of gun running, drug smuggling, and kidnapping when his life is hijacked by the merciless crew of the Black Lagoon - modern pirates Revy, Dutch, and Benny.",18+,8.0/10,66/100,0,1,0,0
3070,TV Show,Brothers Conflict,,,Japan,2013,TV-14,1 Season,"Anime, Comedy, International","Hinata Ema is the only daughter of a famous adventurer. When her father decides to remarry, she leaves the newlyweds alone and moves in with her 13 new stepbrothers, who each have a unique personality. Is love in the air for Hinata, too?",16+,6.1/10,46/100,0,1,0,0
3071,TV Show,Corpse Princess,,,Japan,2008,TV-MA,2 Seasons,"Action, Adventure, Anime","Makina Hoshimura is one of the living dead. If she is to ever find peace, she must hunt down and destroy her own kind.",7+,6.9/10,47/100,0,1,0,0
3072,TV Show,Eden of the East,,,Japan,2009,TV-MA,1 Season,"Action, Adventure, Anime",Akira Takizawa wakes up outside the White House with a phone that gives him access to ten billion yen and a woman who will grant any request. He doesn't remember he's supposed to save Japan. And he doesn't remember that he'll be killed if he fails.,18+,7.6/10,53/100,0,1,0,0
3073,TV Show,FLCL,,,Japan,2003,TV-14,1 Season,"Anime, International","Naota's a bit quirky, but he can still pass for normal. Haruko's totally quirky and she'll never pass for normal. When she runs over Naota with her motorscooter and brains him with a bass guitar, his world doesn't get turned upside down - It gets incredibly weird. There's nothing else in the world like FLCL. This one's going to change your life.",18+,8.2/10,68/100,0,1,0,0
3074,TV Show,Full Metal Panic!,,,Japan,2002,TV-PG,1 Season,"Action, Adventure, Anime","Sousuke Sagara, a seventeen year old military specialist working for the secret organization MITHRIL, has been assigned to protect the latest ""Whispered"" candidate Kaname Chidori. To complete this task Sousuke will have to deal with enemies from his past as well as the occasional panty thief. Unfortunately for Sousuke, the toughest part of his mission isn't only protecting Miss Chidori but also getting used to living an average High School students life, no easy task for someone raised on the battlefield.",16+,7.7/10,58/100,0,1,0,0
3075,TV Show,Hellsing,,,Japan,2001,TV-MA,1 Season,"Action, Adventure, Anime","The vampire Alucard and his servant Seras Victoria protect the British Empire from ghouls and satanic freaks. Together, they haunt the shadows as a sinister force of good - and tonight the streets of England shall flow with the blood of their evil prey.",18+,7.9/10,59/100,0,1,0,0
3076,TV Show,Hellsing Ultimate,,,Japan,2006,TV-MA,1 Season,"Action, Adventure, Anime","The vampire Alucard defends the British Empire against undead freaks. When he offers policewoman Seras Victoria a second chance after she's cut down in the line of duty, she's reborn as the monster's blood-sucking servant.",18+,8.3/10,68/100,0,1,0,0
3077,TV Show,Is This a Zombie?,,,Japan,2011,TV-MA,2 Seasons,"Anime, Comedy, Horror","Ayumu was murdered by a serial killer and resurrected as a zombie by a cute little Necromancer. Then he got mixed up with a magical girl and a vampire ninja! With a harem like this, Ayumu could end up even deader before figuring out who killed him!",18+,7.1/10,51/100,0,1,0,0
3078,TV Show,Kaleido Star,,,Japan,2004,TV-14,2 Seasons,"Anime, Comedy, Drama","The director of Sailor Moon brings fans the story of Sora, an amazingly-talented acrobat who'd do anything for a starring role in Kaleido Stage: a troop of performers known for their death-defying stunts and spectacularly sparkling costumes!",16+,7.8/10,45/100,0,1,0,0
3079,TV Show,Maken-Ki! Battling Venus,,,Japan,2011,TV-MA,2 Seasons,"Anime, Comedy, International","Takeru is a new student at the Tenbi Academy, a school where Elemental magic and powerful weapons called ""Makens"" are used in student duels. Studying will be difficult: his roommates are three beautiful girls who alternately love him and want him dead.",18+,6.1/10,50/100,0,1,0,0
3080,TV Show,Nabari no Ou,,,Japan,2008,TV-14,1 Season,"Action, Adventure, Anime","In the shadows of this modern world, ninjas fight for control of an ancient technique which holds untold strength. This coveted power dwells within apathetic Miharu, a fact the guy really couldn't care less about - until the clashing rival clans bring their battle to him. Now Miharu struggles to understand the mystery buried in his soul, and must choose a side if he hopes to survive.",16+,6.5/10,43/100,0,1,0,0
3081,TV Show,Soul Eater Not!,,,Japan,2014,TV-14,1 Season,"Action, Adventure, Anime",Meet the new class at Death Weapon Meister Academy! Tsugumi and her friends make up the NOT class at this school for weapons and Meisters. Soul Eater fans will be psyched to meet these new characters â€“ and catch up with all their old favorites!,16+,5.7/10,46/100,0,1,0,0
3082,TV Show,Space Dandy,,,Japan,2014,TV-MA,1 Season,"Action, Adventure, Anime","Space Dandy is pompadour sporting adventurer who travels the galaxy in search of undiscovered aliens. Each new species earns Dandy a hefty reward, but he'd better be quick on his feet because it's first come â€“ first served!",16+,8.1/10,59/100,0,1,0,0
3083,TV Show,Steins;Gate,,,Japan,2011,TV-14,1 Season,"Anime, International, Mystery","Rintaro Okabe is a self-proclaimed ""mad scientist"" plagued by paranoid delusions of a nefarious organization known as SERN. Fueled by their imaginations, Okabe and his friends form a secret laboratory and seek to unlock the mysteries of time travel!",16+,8.8/10,82/100,0,1,0,0
3084,TV Show,Total Divas,,,United States,2014,TV-14,9 Seasons,"Documentaries, Reality","Total Divas is back on its 8th season with the return of Paige, the Bellas, Nattie, Nia, Trinity, and Lana as they continue to make historic moves for the Womenâ€™s Division at WWE and the impact of their personal lives are equally paramount. Nicole traverses a soulful journey to discover who she is on her own, Brie continues to grapple with the growing pains of being a mother and a career woman, and Paige deals with her skeletons as she searches for life after wrestling. All the while, our WWE Superstars - Trinity, Nattie, Nia, and Lana - work to keep themselves anchored in and outside of the ring!",16+,6.5/10,51/100,0,1,0,0
3085,TV Show,Witchblade,,,"Japan, United States",2006,TV-MA,1 Season,"Action, Adventure, Anime","Masane's fate is altered after uniting with the Witchblade, an ancient weapon of ecstasy and pain that penetrates the body and mind. Forced into the service of the Doji Group and hunted by the NSWF, Masane's greatest battle will be for her soul.",18+,7.1/10,53/100,0,1,0,0
3086,TV Show,WWE Superstars,,,United States,2009,TV-PG,3 Seasons,Sports,"Featuring exclusive matches from the Superstars of RAW, along with action-packed recaps of what occurred earlier in the week on RAW.",7+,5.8/10,38/100,0,1,0,0
3087,TV Show,Damien,,,United States,2016,TV-14,1 Season,"Drama, Horror, Thriller","Damien, is a follow-up to the classic horror film, The Omen. The show follows the adult life of Damien Thorn, the mysterious child from the 1976 motion picture, who has grown up seemingly unaware of the satanic forces around him. Haunted by his past, Damien must now come to terms with his true destiny - that he is the Antichrist.",16+,6.9/10,59/100,0,1,0,0
3088,TV Show,Hill Street Blues,,,United States,1981,TV-14,7 Seasons,"Crime, Drama","Before ""NYPD Blue"" and ""The Shield"" came ""Hill Street Blues,"" the series that revolutionized the TV cop show by giving television viewers a realistic glimpse into the daily lives of the officers and detectives at an urban police station. Earning 98 Emmy nominations over its seven-year run, ""Hill Street Blues"" was one of the most innovative and critically acclaimed shows of the 1980s.",16+,8.1/10,64/100,0,1,0,0
3089,TV Show,The Boonies,,,United States,2016,TV-14,1 Season,"Documentaries, Reality","In the age of technology, the world is getting smaller. To escape, some people go to extreme lengths and placesâ€¦ redefining â€œoff the grid.â€ Welcome to the Boonies.",,7.3/10,44/100,0,1,0,0
3090,TV Show,Salem,,,United States,2014,TV-MA,3 Seasons,"Drama, Thriller","As the wife of a wealthy but ailing town elder, Mary Sibley (Janet Montgomery) holds the distinction of being the most powerful sorceress in 1692 Salem. Ruthless yet vulnerable, Mary leans on her ageless accomplice Tituba (Ashley Madekwe) to help advance her supernatural agenda â€“ but Mary's world is turned upside down when John Alden (Shane West), her long lost love, finally returns home from years at war and starts asking questions that threaten to expose Mary's darkest secrets.",18+,7.2/10,73/100,0,1,0,0
3091,TV Show,Regular Show,,,United States,2010,TV-PG,8 Seasons,"Cartoons, Comedy, Family","Mordecai â€“ a sarcastic blue jay, and Rigby â€“ a somewhat responsible raccoon, are best friends. They even work together at a park owned by Pops, a big lollipop-headed guy. Which seems normal enough. Theyâ€™ve got a cranky gumball machine for a boss and they work alongside a Zen-like yeti named Skips. Yep. Everything is as regular as can be.",7+,8.4/10,75/100,0,1,0,0
3092,TV Show,The Driver,,,United States,2017,,1 Season,"Documentaries, Lifestyle & Culture",Jeffrey Earnhardt is the grandson of seven-time Nascar Cup Champion Dale Earnhardt and nephew of his generationâ€™s most popular driver Dale Junior. Jeffrey hasnâ€™t depended on his famous last name for opportunity. He is creating his own company and working his way through the ranks like his grandfather did. The 4th generation racer is absolutely committed to â€œEarning Earnhardtâ€ and has begun his journey to become a champion at the Nascar Cup Series Level. He has started at the bottom of the ranks. And there is only one way to go. Up.,16+,7.0/10,51/100,0,1,0,0
3093,TV Show,Difficult People,,,United States,2015,TV-MA,3 Seasons,"Comedy, Sitcom","Difficult People hails from Julie Klausner who stars alongside EmmyÂ®-nominated Billy on the Street host Billy Eichner. As best friends living in New York City, their typical, irreverent behavior lands them in some very awkward situations.",18+,7.0/10,63/100,0,1,0,0
3094,TV Show,Brickleberry,,,United States,2012,TV-MA,3 Seasons,"Adult Animation, Comedy","Brickleberry is an animated series that follows the misadventures of a motley crew of national park forest rangers. When their fledgling park faces disclosure, a new ranger is enlisted to whip everyone into shape and save the park. The series is executive produced by Daniel Tosh along with show creators Waco O'Guin and Roger Black. In addition to Tosh's helming duties, he's the voice of Malloy, a tiny brown bear.",18+,7.3/10,62/100,0,1,0,0
3095,TV Show,Graceland,,,United States,2013,TV-14,3 Seasons,"Action, Crime, Drama","From the acclaimed creator of White Collar, Jeff Eastin, comes a new one-hour drama about a diverse group of undercover agents from the Drug Enforcement Agency (DEA), Federal Bureau of Investigations (FBI) and U.S. Customs whose worlds collide while forced to live together under the same roof of a seized beachfront mansion in Southern California called ""Graceland."" No matter what agency theyâ€™re from, the residents all operate by the houseâ€™s unofficial motto: ""When you work for the bureau, your lies are your life.""",16+,7.7/10,72/100,0,1,0,0
3096,TV Show,Raising Hope,,,United States,2010,TV-14,4 Seasons,"Comedy, Sitcom",RAISING HOPE follows the adventures of the lovingly dysfunctional Chance family.,16+,8.0/10,78/100,0,1,0,0
3097,TV Show,The Cleveland Show,,,United States,2009,TV-14,4 Seasons,"Adult Animation, Black Stories, Comedy","Everyone's favorite soft-spoken neighbor Cleveland Brown moves to his hometown in Virginia with his 14-year old son, Cleveland JR. Many years ago, Cleveland was a high school student madly in love with a beautiful girl named Donna. Much to his dismay, his love went unrequited, and Donna wound up marrying another man. Cleveland once told Donna he would always love her, and if this man ever done her wrong, he'd be there when she called. Well, this man done her wrong.",16+,5.5/10,58/100,0,1,0,0
3098,TV Show,Second Chance,,,United States,2016,TV-14,1 Season,"Drama, Science Fiction","What would you do with a second chance? From executive producer/writer Rand Ravich and Emmy Award-winning executive producer Howard Gordon comes SECOND CHANCE, a thrilling new action-drama about a man brought back to life by two scientists playing god in the quest to save one of their own lives. Seventy-five-year-old JIMMY PRITCHARD Philip Baker Hall) is a shell of his former self. A drinker, a womanizer and a father who always put work before family, Pritchard was forced to resign as L.A. County Sheriff for corrupt conduct more than a decade ago. Now, some 15 unkind years later, he is killed when he stumbles upon a robbery at the home of FBI Agent DUVAL PRITCHARD (Tim DeKay), one of his two children. But death is surprisingly short for Jimmy, who is brought back to life by billionaire tech-genius twins MARY GOODWIN (Dilshad Vadsaria) and her brother, OTTO (Adhir Kalyan), founders of a social networking empire. Resurrected as a younger, better version of himself, with physical abilities of which he never dreamed, a re-animated Pritchard (Rob Kazinsky) is given a second chance at life. What will he do with it? Will he try to repair the damage he did to his family? Will he embrace a new sense of purpose or fall prey to old temptations?",16+,7.5/10,65/100,0,1,0,0
3099,TV Show,Touch,,,United States,2012,TV-14,2 Seasons,"Drama, Mystery, Science Fiction","From writer/creator Tim Kring (""Heroes,"" ""Crossing Jordan"") and executive producers Peter Chernin (""Terra Nova"") and Katherine Pope (""Terra Nova"") comes Touch, a preternatural drama in which science and spirituality intersect with the hopeful premise that we are all interconnected, tied in invisible ways to those whose lives we are destined to alter and impact.",16+,7.3/10,70/100,0,1,1,0
3100,TV Show,Sex&Drugs&Rock&Roll,,,United States,2015,TV-MA,2 Seasons,"Comedy, Music, Sitcom","Sex&Drugs&Rock&Roll centers on â€œJohnny Rockâ€ (Denis Leary), lead singer of a legendary early 90â€™s New York band called The Heathens. Known for living up to their name, the band partied so long and so hard that even Keith Richards thought they needed to slow things down. The Heathens were on the brink of becoming famous for their kickass live shows and the release of their highly anticipated first album. Until they broke up. The same day the album dropped. Because lead guitarist Flash (John Corbett) found Johnny in bed with his wife. So the band became legendary for all the wrong reasons - like self-destructing sooner than any group in rock-n-roll history. 25 years later, the only thing bigger than Johnnyâ€™s ego is his prostate. The drugs he really needs now arenâ€™t cocaine and marijuana â€“ theyâ€™re Crestor, Cymbalta and Cialis. Heâ€™s out of work, out of money and out of show business options. Thatâ€™s when a massively talented young singer named Gigi (Elizabeth Gillies) shows up - with a burning desire to be famous, a throwback appreciation for The Heathensâ€™ only album, and a stack of cash big enough to bring the whole band back into the studio. Only this time, SHEâ€™S the lead singer and Johnnyâ€™s just a behind-the-scenes songwriter. John Ales, Bobby Kelly and Elaine Hendrix round out the rest of this dysfunctional rock and roll family. The race is on to see who gets famous first - and for what reason. An FX Original Series.",16+,7.1/10,54/100,0,1,0,0
3101,TV Show,Underground,,,United States,2016,TV-MA,2 Seasons,"Drama, History, Thriller","An unflinching story of plantation slaves that band together for the fight of their lives â€“ for their families, their future and their freedom.",18+,7.8/10,69/100,0,1,1,0
3102,TV Show,Wayward Pines,,,"Canada, United States",2015,TV-14,2 Seasons,"Crime, Drama, Mystery","A Secret Service agent travels to Wayward Pines, Idaho, in search of two federal agents who have gone missing. Instead of answers, Ethan's investigation only turns up more questions and he soon learns that he may never get out of Wayward Pines alive.",16+,7.4/10,75/100,0,1,0,0
3103,TV Show,Boruto: Naruto Next Generations,,,Japan,2017,TV-MA,1 Season,"Action, Adventure, Anime","The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Borutoâ€™s story is about to begin!",16+,7.0/10,71/100,0,1,0,0
3104,TV Show,The Shield,,,United States,2002,TV-MA,7 Seasons,"Crime, Drama, Mystery","Breaking the conventional formula of the cop genre, THE SHIELD plays out in a tough, morally ambiguous world in which the line between good and bad is crossed every day. It focuses on the tension between a group of corrupt but effective cops led by Detective Vic Mackey, a captain with the burden of bringing them down as well as reducing crime in her district, and a City Councilman out for his own political gain.",18+,8.7/10,85/100,0,1,0,0
3105,TV Show,Dimension 404,,,United States,2017,TV-14,1 Season,"Science Fiction, Teen","In the darkest depths of cyberspace, there is another world. A lost dimension, home to wonders unseen, terrors unspeakable, and stories unlike any ever told. Dimension 404 is a science fiction anthology that explores the wonders - and terrors - of our digital age. From outrageous horror comedy to mind-bending action adventure, each episode tells a weird and wild sci-fi tale where the twist ending... is just the beginning. Do not click back. Do not reload. You have reconnected... to Dimension 404.",16+,6.6/10,60/100,0,1,0,0
3106,TV Show,Shots Fired,,,United States,2017,TV-14,1 Season,"Black Stories, Crime, Drama",A racially charged shooting in a small town causes social unrest and draws media attention.,16+,6.5/10,63/100,0,1,0,0
3107,TV Show,Guilty Crown,,,Japan,2011,TV-14,1 Season,"Action, Adventure, Anime","Japan entered a total state of anarchy after most of the population was infected with a strange and deadly virus. Shu, a teen with a unique reaction to the Apocalypse Virus, joins the struggle against the government's robotic forces and a secret society.",16+,7.1/10,57/100,0,1,0,0
3108,TV Show,Psycho-Pass,,,Japan,2012,TV-MA,2 Seasons,"Action, Adventure, Anime","In the future, detectives work in teams made up of Enforcers and Inspectors. Enforcers take out the bad guys, and Inspectors ensure their partners don't cross the line. Their weapon is the Dominator, a gun that predicts when citizens will turn criminal.",18+,8.2/10,68/100,0,1,1,0
3109,TV Show,Cowboy Bebop,,,Japan,1998,TV-14,1 Season,"Action, Adult Animation, Adventure","Explore the galaxy in this undeniably hip series that inspired a generation - and redefined anime as an indisputable art form. The Bebop crew is just trying to make a buck, and they're the most entertaining gang of bounty hunters in the year 2071.",16+,8.9/10,80/100,0,1,0,0
3110,TV Show,The Future Diary,,,Japan,2011,TV-MA,1 Season,"Action, Adventure, Anime","One day, Yukiteru discovers that his cell phone ""diary"" can now tell him the events of the future. The problem is, eleven others also have similar diaries, and only one can win this Survival Game. The winner becomes a god. The losers: DEAD END.",18+,7.6/10,64/100,0,1,0,0
3111,TV Show,The Wallflower,,,Japan,2006,TV-MA,1 Season,"Action, Adventure, Anime",Four handsome boys are confronted with a horrifying challenge: transform their benefactor's niece - a paranoid goth girl with a horror movie obsession - into a beautiful lady or start paying rent!,16+,7.4/10,49/100,0,1,0,0
3112,TV Show,Yona of the Dawn,,,"Japan, Taiwan",2014,TV-14,1 Season,"Action, Adventure, Anime","Princess Yona intended to tell her father of her love for SuWon, but her life was changed after witnessing SuWon murder her father. Heartbroken, Yona fled the palace with her servant Hak on a quest to gain new allies and protect her beloved people.",16+,8.1/10,59/100,0,1,0,0
3113,TV Show,Yu Yu Hakusho,,,Japan,1992,TV-PG,4 Seasons,"Action, Adventure, Anime","When delinquent Yusuke dies saving someone else, he gets a second shot at life as a Spirit Detective. With his former rival, Kuwabara, and demons Kurama and Hiei, Yusuke takes on the monsters and humans who desire to rule the three realms of reality.",16+,8.4/10,69/100,0,1,0,0
3114,TV Show,Mobile Suit Gundam Wing,,,"Japan, United States",1995,TV-MA,1 Season,"Anime, International, Science Fiction","The Revolution Has Begun! Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaires builds five robotic weapons called Gundams and plans to send them to Earth to begin their fight for independence. Piloted by five young men, these of freedom of the colonists with them as they descend to Earth to begin Operation Meteor!",13+,8.1/10,59/100,0,1,0,0
3115,TV Show,The Golden Girls,,,United States,1985,TV-PG,7 Seasons,"Classics, Comedy, Sitcom","The Golden Girls is the story of four older women who share a house in Miami Beach, Florida. Bea Arthur plays Dorothy, a divorced school teacher, with a sardonic wit. Rue McClanahan plays Blanche, a man-hunting Southern Belle. Betty White plays Rose, a very sweet woman who is somewhat spacey. Rounding out the trio is Estelle Getty, playing Dorothy's outspoken mother, Sophia.",7+,8.0/10,74/100,0,1,0,0
3116,TV Show,Devious Maids,,,United States,2013,TV-PG,4 Seasons,Drama,"In ""Devious Maids,"" murder and mayhem collide in the mansions of Beverly Hills' wealthiest and most powerful families.",7+,7.8/10,67/100,0,1,0,0
3117,TV Show,Murder in the First,,,United States,2014,TV-MA,3 Seasons,"Crime, Drama",Murder in the First centers on homicide detectives Terry English (Taye Diggs) and Hildy Mulligan (Kathleen Robertson) as they investigate two seemingly unrelated murders. The mystery deepens when they find both murders have a common denominator in a Silicon Valley wunderkind (Tom Felton).,18+,7.3/10,62/100,0,1,0,0
3118,TV Show,Workaholics,,,United States,2011,TV-14,7 Seasons,"Comedy, Sitcom","College is over but the party isnâ€™t. Join three best buds as they share a job, a crash pad and a promise to never let work get in the way of a good time â€“ on this raucously original series.",16+,8.1/10,79/100,0,1,1,0
3119,TV Show,Wasted,,,United Kingdom,2016,TV-MA,1 Season,"Comedy, International, Sitcom","Fantasy fanatic Morpheus is a dreamer, and his dreams take the form of his hero Sean Bean, who appears in full medieval garb as Morpheusâ€™s spirit guide. With his guide, Morpheus takes on the epic quest of wasting his twenties in a sleepy British village.",18+,7.4/10,49/100,0,1,0,0
3120,TV Show,Please Like Me,,,Australia,2013,TV-MA,4 Seasons,"Comedy, Drama, International","Life in your 20â€™s can be undeniably hard. At least it is for Josh in the critically acclaimed Please Like Me, a comedy that soothes the existential unrest of the under-30 crowd. As Josh and his friends muddle through life, sex gets complicated, relationships wax and wane, friends struggle to see eye to eye, and the dog always steals the show. Simply put, everything is so delightfully awkward.",18+,8.5/10,77/100,0,1,0,0
3121,TV Show,Sleepy Hollow,,,United States,2013,TV-14,4 Seasons,"Adventure, Drama, Mystery","In this modern-day twist on Washington Irving's classic, ICHABOD CRANE is resurrected and pulled two and a half centuries through time to find that the world is on the brink of destruction, forcing him to team up with a contemporary police officer to unravel a mystery that dates back to the founding fathers.",16+,7.4/10,75/100,0,1,0,0
3122,TV Show,Chowder,,,"United States, China",2014,TV-Y7,3 Seasons,"Cartoons, Comedy, Kids","Chowder follows an aspiring young chef named Chowder and his day-to-day adventures as an apprentice in Mung Daal's catering company. Although he means well, Chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. He is also pestered by Panini, the apprentice of Mung's rival Endive, who wants Chowder to be her boyfriend, which he abhors.",7+,7.3/10,63/100,0,1,0,0
3123,TV Show,Barbarians Rising,,,United States,2016,TV-14,1 Season,"Action, Adventure, Drama",Barbarians Rising tells the story of the rise and fall of the Roman Empire from the perspective of the barbarian rebel leaders who helped bring it down.,18+,7.8/10,55/100,0,1,0,0
3124,TV Show,Desperate Housewives,,,United States,2004,TV-14,8 Seasons,Drama,"ABC's Desperate Housewives offers a deliciously juicy glimpse into the lives of everyone's favorite housewives. On the surface, the ladies of Wisteria Lane appear to be the picture of suburban America. But underneath lay bigger mysteries - infidelity, deceit, blackmail, and even murder. And with not-so-honest husbands, complicated relationships, family drama and meddling neighbors adding to the turmoil, it's no wonder things aren't always as they seem.",7+,7.5/10,79/100,0,1,0,0
3125,TV Show,Horace and Pete,,,United States,2016,TV-MA,1 Season,"Comedy, Drama","Horace and Pete run a small family bar in the heart of Brooklyn, with the help of their Uncle Pete. The bar has always been run by, and passed down to, a Horace and a Pete, cousins or brothers. The bar serves no mixed drinks, only a few types of liquor and one brand of beer, Budweiser, in keeping with their commitment to having an old fashioned, traditional, family-owned bar. Horace, a divorced father of a grown daughter, lives in the apartment above the bar with Pete, who is single. Horace and Pete are battling with extended family members regarding the fate of the bar. Some want to sell, others do not. Various regulars come in and out, and take up their places in booths, or on barstools. The story unfolds over ten episodes, and takes place in the bar, and in the apartment above the bar. Ultimately it is a story of a family and the struggles and laughs that go into running a bar for generations.",18+,8.5/10,72/100,0,1,0,0
3126,TV Show,Feed the Beast,,,United States,2016,TV-14,1 Season,Drama,AMC's Feed the Beast is the story of two friends on the brink of losing everything. Their pipe dream of opening an upscale restaurant in the Bronx is all they have left to turn their lives around.,16+,6.7/10,52/100,0,1,0,0
3127,TV Show,Hello World,,,United States,2016,TV-G,1 Season,Science & Technology,"Hello World invites the viewer to come on a journey. It's a journey that stretches across the globe to find the inventors, scientists and technologists shaping our future. Each episode explores a different country and uncovers the ways in which the local culture and surroundings have influenced their approach to technology. Join journalist and best-selling author Ashlee Vance on a quest to find the freshest, weirdest tech creations and the beautiful freaks behind them.",,,10/100,0,1,0,0
3128,TV Show,Smallville,,,"United States, Canada",2001,TV-14,10 Seasons,"Action, Adventure, Drama","After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past.",7+,7.5/10,80/100,0,1,0,0
3129,TV Show,Undercover Boss,,,United States,2010,TV-PG,7 Seasons,"Family, Reality","A two-time Emmy-nominated reality series that follows high-level corporate executives as they slip anonymously into the rank-and-file of their own companies. Each week, a different executive will leave the comfort of their corner office for an undercover mission to examine the inner workings of their corporation.",7+,5.8/10,54/100,0,1,0,0
3130,TV Show,Married,,,United States,2014,TV-MA,2 Seasons,"Comedy, Sitcom","Married is a half hour comedy about being miserably in love. Russ (Nat Faxon) and Lina Bowman (Judy Greer) can barely remember what life was like before kids, debt, and suburbia rained on their romance â€“ but every once in a while, in between the arguments about their declining sex life and who's driving carpool, they are reminded what drew them together in the first place â€“ they're best friends. The show also features Russ and Lina's friend AJ (Brett Gelman), who is recently divorced and pretending he's over his wife, and their other friend Jess (Jenny Slate), who is married to a much older man who can't keep up with her.
Married was created by Andrew Gurland (The Virginity Hit, Mail Order Wife), who wrote and directed the pilot script and serves as Executive Producer/Showrunner, alongside Executive Producers Paul Young and Peter Principato. The series is produced by FX Productions.",18+,7.1/10,58/100,0,1,0,0
3131,TV Show,Banished,,,United Kingdom,2015,TV-MA,1 Season,"Drama, History, International","In 1787 Britain banished its unwanted citizens to Sydney in Australia. They found it to be so barren and hostile that very few Englishmen wanted to set foot there. Somehow, in spite of famine, drought, escapes, hangings and floggings, the colony thrived.",18+,7.4/10,57/100,0,1,1,0
3132,TV Show,Hunter x Hunter,,,Japan,2011,TV-MA,2 Seasons,"Action, Adventure, Anime","Gon is a young boy who dreams of following in his fatherâ€™s footsteps to become a Hunter. But first he must pass the notoriously difficult and dangerous Hunter Qualification Exam. Throughout his journey, Gon overcomes many obstacles, while making new friends along the way!",16+,9.0/10,82/100,1,1,0,0
3133,TV Show,Rosaline,,,,2016,TV-Y7,1 Season,"Cartoons, Kids, LGBTQ+","Incorporating LGBT themes, Rosaline tells the story of a fairytale adventure through the woods. On the way to find her sweetheart, Rosaline must stay true to herself while encountering a witch, a wolf, and even a fairy godmother. Narrated by Teri Polo.",,,19/100,0,1,0,0
3134,TV Show,Pride and Prejudice,,,United Kingdom,1995,TV-14,1 Season,"Classics, Drama, History","This is the definitive Pride and Prejudice starring Colin Firth and Jennifer Ehle. Witty Elizabeth Bennet charms smouldering, haughty Darcy against a backdrop of a picture postcard countryside, small-town assembly rooms and stately English homes.",all,8.8/10,83/100,0,1,0,0
3135,TV Show,In the Flesh,,,United Kingdom,2013,TV-14,2 Seasons,"Drama, Horror, International","A war breaks out as humans battle to rid the planet of brain eating Zombies. After the living win, scientists subdue the Zombies and release these Partially Deceased Syndrome (PDS) sufferers back into the community.",18+,8.0/10,76/100,0,1,0,0
3136,TV Show,The Mighty Boosh,,,United Kingdom,2004,TV-14,3 Seasons,"Comedy, International","The Mighty Boosh is a multi-award-winning, bizarre comic fantasy with music, pop culture, animated sequences, puppets and special effects. The show follows Vince Noir and Howard Moon as they dream of a better life. These dreams are constantly frustrated by a string of wacky events and characters. A wild journey in the Artic Tundra and a run-in with a funky merman are just a few of the adventures that make Mighty Boosh unlike any show on television.",16+,8.3/10,75/100,0,1,0,0
3137,TV Show,Descendants of the Sun,,,South Korea,2016,TV-14,1 Season,"Action, Adventure, Drama","Some relationships are fated to despite the challenges of time and place. Yoo Si Jin (Song Joong Ki), the leader of a Special Forces unit, meets trauma surgeon Kang Mo Yeon (Song Hye Kyo) in a hospital emergency room after Si Jin and his second-in-command, Seo Dae Young (Jin Goo), chase down a thief on their day off. Si Jin is immediately smitten with Mo Yeon, and he asks her out on a date. But Si Jin keeps getting called to duty when he is with Mo Yeon, and the two also realize that they have conflicting views about human life (he will kill to protect his country and she has to save lives at all costs). They decide to break off their budding relationship as a result. Dae Young also tries to break off his relationship with Army doctor Yoon Myung Ju (Kim Ji Won) because her father, Lt. General Yoon (Kang Shin Il), thinks Si Jin is a better match for his daughter. Si Jin and Dae Young are then deployed to the fictional war-torn country of Urk on a long-term assignment of helping the United Nations keep peace in the area. After repeatedly being passed over for a promotion because of her lack of connections, Mo Yeon gives up performing surgeries, loosening her principles somewhat to become a celebrity TV doctor and caring for VIP patients at the hospital. But when she refuses the sexual advances of the hospital chairman, Mo Yeon is picked to lead a medical team to staff a clinic in Urk! There, Mo Yeon unexpectedly reconnects with Si Jin. ""Descendants of the Sun"" is a 2016 South Korean drama series directed by Lee Eung Bok. The entire series was pre-produced prior to airing, which is a departure from how Korean dramas are typically produced. The stars and production team spent one month in Greece to film much of the series' storyline. The drama also is the first project for Song Joong Ki after finishing his mandatory two-year military service.",16+,8.3/10,67/100,0,1,1,0
