id,type,title,director,cast,country,release_year,rating,duration,genre,description,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
3138,TV Show,Curious George,,,,2006,TV-Y,9 Seasons,"Cartoons, Comedy, Kids","For nearly 65 years, generations of young children have been charmed by the literary adventures of Curious George. Now George is ready for his next big adventure! Based on the best-selling Curious George books by Margret and H.A. Rey, the series expands Georgeâ€™s world to include a host of colorful new characters and original locales, while maintaining the charm of the beloved books. The series aims to inspire kids to explore science, math, and engineering in the world around them.",all,7.2/10,57/100,0,1,0,0
3139,TV Show,11.22.63,,,United States,2016,TV-MA,1 Season,"Drama, Science Fiction","Imagine having the power to change history. Would you journey down the â€œrabbit hole?"" This eight â€“part event series follows Jake Epping (James Franco), an ordinary high school teacher, presented with the unthinkable mission of traveling back in time to prevent the assassination of John F. Kennedy on November 22, 1963. Jake travels to the past in order to solve the most enduring mystery of the 20th century: who killed JFK, and could it have been stopped? But as Jake will learn, the past does not want to be changed. And trying to divert the course of history may prove fatal.",18+,8.2/10,83/100,0,1,0,0
3140,TV Show,Dragon Ball GT,,,Japan,1996,TV-14,2 Seasons,"Action, Adventure, Anime","The Dragon Balls have been scattered to the ends of creation, and if Goku, Pan, and Trunks can't gather them in a year's time, Earth will meet with final catastrophe. The countdown to oblivion has begun.",7+,6.8/10,62/100,0,1,0,0
3141,TV Show,Dagashi Kashi,,,Japan,2016,TV-14,1 Season,"Anime, Comedy","Kokonotsu Shikada dreams of becoming a famous manga artist. Problem is, heâ€™s terrible. His real talent is selling the delicious snacks in his fatherâ€™s â€œdagashiâ€ shop. He never thought much about the family business until the eccentric Hotaru showed up.",16+,6.2/10,50/100,0,1,0,0
3142,TV Show,Undefeated Bahamut Chronicle,,,Japan,2016,TV-MA,1 Season,"Action, Adventure, Anime","From the broken, charred pieces of the Arcadia Empire, a new kingdom arose. To protect itself from future foes, the new Kingdom of Atismata began training Drag-Knights to wield ancient mechanical dragons known as Drag-Rides. When Lux Arcadia, former prince of the ruined Empire, sights the new kingdomâ€™s princess, Lisesharte Atismata, naked, she challenges him to a Drag-Ride duel, beginning an odd chain reaction that will expose the dark secrets of both royal families.",,6.5/10,45/100,0,1,0,0
3143,TV Show,Saved by the Bell: The College Years,,,United States,1993,TV-PG,1 Season,"Comedy, Family, Sitcom",The Kids from Bayside go off to college,7+,6.3/10,48/100,0,1,0,0
3144,TV Show,Assassination Classroom,,,Japan,2015,TV-14,2 Seasons,"Action, Anime, International","Forget about homework. The students of Class 3E have a more important assignment: kill the teacher! Their tentacle-d sensei moves at Mach 20, and heâ€™s out to conquer the classroom after destroying most of the moon!",16+,8.0/10,68/100,0,1,0,0
3145,TV Show,Rosario + Vampire,,,Japan,2008,TV-MA,1 Season,"Action, Adventure, Anime","Tsukune's grades are keeping him out of the schools he wants to attend. When one finally lets him in, all of the other students are hiding supernatural secrets beneath their human disguises! That's when he meets Moka, a beautiful vampire!",18+,7.0/10,55/100,0,1,0,0
3146,TV Show,Sailor Moon,,,Japan,1992,TV-14,5 Seasons,"Action, Anime, Comedy","Usagi Tsukino is a clumsy but kindhearted teenage girl who transforms into the powerful guardian of love and justice, Sailor Moon. Meeting allies along the way who share similar fates, Usagi and her team of planetary Sailor Guardians fight to protect the universe from forces of evil and total annihilation.",16+,7.8/10,74/100,0,1,0,0
3147,TV Show,The Millionaire Matchmaker,,,United States,2008,TV-14,1 Season,"Reality, Romance",The founder of an elite matchmaking service in Los Angeles helps wealthy men find the women of their dreams.,7+,4.6/10,44/100,0,1,0,0
3148,TV Show,RocketJump: The Show,,,United States,2015,TV-14,1 Season,"Comedy, Documentaries",RocketJump: The Show is a behind-the-scenes look at the RocketJump production team (Video Game High School) as they create phenomenal action-comedy short films. Each half-hour episode of the series will chronicle the filmmaking behind RocketJumpâ€™s newest short and will include an exclusive look at the short film itself.,16+,7.2/10,35/100,0,1,0,0
3149,TV Show,Oh My Venus,,,South Korea,2015,TV-14,1 Season,"Comedy, Drama, International","When you go from the top of the pecking order in the looks department in high school and then fall to the bottom in adulthood, is it possible to get back on top? Kang Joo Eun (Shin Min Ah) was envied by every girl and desired by every boy in high school as the Daejeon Venus because of her pretty face and killer figure. Despite coming from a poor family, Joo Eun was determined to go to law school and become an attorney. At age 33, she has achieved her professional goals and has been in a stable relationship with her high school boyfriend, Im Woo Sik (Jung Gyu Woon), for 15 years. But she has let herself go over the years and is now overweight and often disregarded and overlooked by society and her coworkers. On the plane ride back from a quick business trip to the United States, Joo Eun has an embarrassing run-in with Kim Yeong Ho (So Ji Sub) and his two sidekicks, Jang Joon Seong (Sung Hoon) and Kim Ji Woong (Henry). Yeong Ho is a celebrity personal trainer who is involved in a scandal in the United States and forced to flee to Korea until things cool down. But his wealthy family has other plans for him. As soon as they discover that he is back in Korea, his grandmother appoints Yeong Ho as the new president of the family medical services company and prevents him from returning to the States. A lost purse causes Young Ho to reconnect with Joo Eun and witness another personal embarrassment for Joo Eun in the aftermath of being dumped by Woo Sik and finding out that he has been dating her new boss, Oh Soo Jin (Yoo In Young). As it seems to become a habit for Yeong Ho to bail Joo Eun out of trouble, can he also help her to reclaim her former looks? ""Oh My Venus"" is a 2015 South Korean drama series directed by Kim Hyung Suk.",16+,7.8/10,57/100,0,1,0,0
3150,TV Show,Rugrats,,,United States,1991,TV-Y,3 Seasons,"Cartoons, Kids","See life from the ground up with Tommy, Chuckie, Susie, Lil, Phil, and the hardly angelic, Angelica. Usually led by fearless leader Tommy, the Rugrats turn the ordinary into the extraordinary and every day into the perfect setting for adventure!",all,7.4/10,68/100,0,1,0,0
3151,TV Show,The Guardian,,,United States,2001,TV-PG,3 Seasons,Drama,Nick Fallin is a young yet powerful attorney who must perform community service as a child advocate.,7+,7.4/10,60/100,0,1,1,0
3152,TV Show,Noragami,,,Japan,2010,TV-14,2 Seasons,"Action, Adventure, Anime","Yato may be a minor god, but he's got a plan to make it big. Unfortunately, things just don't seem to be going his way. He doesn't have a single shrine dedicated to him, his partner has just quit, and now he's got to find a new divine weapon.",16+,7.9/10,65/100,0,1,0,0
3153,TV Show,Attack on Titan: Junior High,,,Japan,2015,TV-14,1 Season,"Anime, Comedy, International",Your favorite characters from Attack on Titan are back inâ€¦ junior high school?,16+,7.1/10,55/100,0,1,0,0
3154,TV Show,Chivalry of a Failed Knight,,,Japan,2015,TV-MA,1 Season,"Action, Adventure, Anime","For Ikki Kurogane, graduating as a Magical Knight is nigh impossible. Among Blazers, heâ€™s considered the worst; he can materialize his soul into a weapon, but his magical power is extremely low. To add insult to injury, an unfortunate encounter with the talented and beautiful Princess Stella Vermillion slashes his already slim odds and alters the course of his life forever.",18+,7.4/10,58/100,0,1,0,0
3155,TV Show,Drake & Josh,,,United States,2004,TV-Y7,4 Seasons,"Comedy, Family, Kids","While Drake is laid back and goes with the flow, Josh lives strictly by the rules! But when Josh's dad and Drake's mom get married, these two totally opposite boys become stepbrothers!",all,7.7/10,69/100,0,1,0,0
3156,TV Show,Jersey Shore,,,United States,2009,TV-14,6 Seasons,"Reality, Teen","Young adults move into a summer share to indulge in everything Seaside Heights, New Jersey has to offer. Jersey Shore uncovers sometimes surprising, often hilarious and usually over-the-top personalities.",16+,3.6/10,54/100,0,1,0,0
3157,TV Show,Key & Peele,,,United States,2012,TV-14,5 Seasons,"Black Stories, Comedy, Sketch Comedy","Tired of watching just one comedian at a time? Get a pair. Catch sketch comedy masters and best friends Keegan-Michael Key and Jordan Peele for a half hour of irreverent wit, pop-culture impressions and escalating absurdity.",18+,8.3/10,78/100,0,1,0,0
3158,TV Show,The Awesomes,,,United States,2013,TV-14,3 Seasons,"Action, Adult Animation, Adventure","THE AWESOMES is an animated show for adults that combines the thrills of comic book storytelling with the hallmark irreverent and inspired comedy of co-creators Seth Meyers and Mike Shoemaker (Late Night with Seth Meyers). Showcasing the voice talents of current and past SNL stars, THE AWESOMES introduces a group of not-so-super heroes who just might find a way to save the world.",16+,7.3/10,51/100,0,1,0,0
3159,TV Show,ItaKiss,,,Japan,2008,TV-G,1 Season,"Anime, Comedy","In the romantic comedy story, a high school girl named Kotoko finally tells a fellow senior named Naoki that she has loved him from afar since she saw him on their first day of high school. However, Naoki, a haughty ""super-ikemen"" (handsome male) with smarts and sports talent, rejects her offhand. Fate intervenes when a mild earthquake ruins Kotoko's family house. While the house gets rebuilt, Kotoko and her dad stay at the home of her dad's childhood friend...whose son is Naoki.",16+,7.4/10,51/100,0,1,0,0
3160,TV Show,The Hotwives of Las Vegas,,,United States,2015,TV-14,1 Season,"Comedy, Sitcom","This on-going parody of one of the most popular franchises in reality television moves to Las Vegas and brings a new cast of characters to the city where dreams and fortunes are made every day, and crushed every day. Weâ€™ll meet a fresh batch of Hotwives â€“ loving and clawing their way through Sin City with smiling faces because the Botox won't let them frown.",,6.6/10,39/100,0,1,0,0
3161,TV Show,Intruders,,,"United States, United Kingdom",2014,TV-MA,1 Season,"Drama, Horror, International","Based on Michael Marshall Smith's novel and written by Glen Morgan, Intruders is a paranormal thriller starring Mira Sorvino, John Simm, and James Frain about a secret society devoted to chasing immortality by seeking refuge in the bodies of others.",18+,6.7/10,58/100,0,1,1,0
3162,TV Show,Prison School,,,Japan,2015,TV-MA,1 Season,"Anime, Comedy","Hachimitsu Academy, once an all-girls school, has finally become co-ed, and average teen Kiyoshi is one of five boys to enroll. But when he's caught peeping, Kiyoshi is sent to the schools prison, where his punishment is doled out with whips and chains!",18+,7.6/10,65/100,0,1,0,0
